customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnProbability,PredictedChurn,RiskLevel,HighValueCustomer,RetentionPriority,RecommendedAction,PriorityOrder
5150-ITWWB,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,0,0.9348272477316887,1,Very High Risk,True,Priority 1,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,1
4299-SIMNS,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,784.45,0,0.8026114484431441,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
3703-KBKZP,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,0,0.8024785140828096,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,2
2135-DQWAQ,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.3,420.45,0,0.801868580265647,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
2905-KFQUV,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.4,154.8,0,0.8006320194609934,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
0749-IRGQE,Female,1,Yes,No,13,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.3,528.45,0,0.8004046804389582,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
0196-JTUQI,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,633.85,0,0.8004039627686207,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
8617-ENBDS,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.6,232.5,0,0.7993323003271179,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
2187-PKZAY,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.95,1043.4,0,0.7988771887979116,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
9796-BPKIW,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,562.7,0,0.7987601988793573,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
4450-DLLMH,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.3,157.75,0,0.7987222971010388,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
8132-YPVBX,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,514.6,0,0.7984913482179972,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
3411-WLRSQ,Female,1,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,239.05,0,0.7981723013411697,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
2862-PFNIK,Male,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,24.7,0,0.7980691495492552,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
2959-FENLU,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.3,781.4,0,0.7979087141590562,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
2800-VEQXM,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.75,238.1,0,0.7970290825677211,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
3748-FVMZZ,Male,0,No,No,4,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.05,162.45,0,0.796765100797014,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
1077-HUUJM,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,472.65,0,0.7954747532115093,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
2325-NBPZG,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,233.65,0,0.7936500189666662,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
4059-IIEBK,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.55,522.95,0,0.7934052646092223,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
5599-HVLTW,Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,0,0.7928446830154626,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,2
9840-EFJQB,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,74.35,0,0.7922851069870317,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
5666-CYCYZ,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.55,2259.35,0,0.7922734414259318,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Promote bundled online security services,2
6175-IRFIT,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.75,426.35,0,0.7914710563422976,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
4480-QQRHC,Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,600.15,0,0.7908586534107972,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
0650-BWOZN,Female,1,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,1359.45,0,0.7906051070910521,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
1730-ZMAME,Female,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.5,2665.0,0,0.7899480946482407,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
9773-PEQBZ,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.85,797.25,0,0.7899250914499295,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
2080-GKCWQ,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,151.75,0,0.7896428025262018,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
2424-WVHPL,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,0,0.7893328572674788,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
8104-OSKWT,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.8,1001.2,0,0.7886794257720976,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
9432-VOFYX,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.8,1207.0,0,0.7883843849435945,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
5501-TVMGM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,0,0.7870547757661772,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
3050-GBUSH,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.8,113.95,0,0.7868694811207412,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
2740-TVLFN,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,50.15,0,0.7865157247143564,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
7072-MBHEV,Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.1,864.85,0,0.7862908087243675,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
7318-EIVKO,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.25,436.6,0,0.7861036575750568,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
2460-NGXBJ,Male,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,775.3,0,0.7859308546750096,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
6923-JHPMP,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,137.1,0,0.7852100247430106,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
7284-BUYEC,Female,0,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,229.4,0,0.7824869076303892,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
0958-YHXGP,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,0,0.7824233143216065,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
0439-IFYUN,Female,1,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,1294.6,0,0.7822784682574853,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
9167-APMXZ,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,0.7821460221043542,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,2
5857-TYBCJ,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,4040.2,0,0.7817867267769975,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
0248-IPDFW,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,0,0.7811692770571761,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
8630-FJLIB,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,1221.65,0,0.780638138045156,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
2373-NTKOD,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,546.45,0,0.7804151008864668,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
9822-OAOVB,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.45,55.45,0,0.7803981650797782,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
0674-EYYZV,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.65,54.65,0,0.7801854065627786,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
2041-JIJCI,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,0,0.7801064740178517,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
0620-DLSLK,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,0,0.7799089790241037,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,2
1307-ATKGB,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.55,2187.15,0,0.7797979641777029,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
6103-BOCOU,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.7,2193.0,0,0.7790881651388174,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
5044-LRQAQ,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.2,477.55,0,0.7789450557829709,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
6719-OXYBR,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.3,1219.85,0,0.7787968371409076,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
5533-NHFRF,Male,1,No,No,7,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.4,265.8,0,0.7787801303544354,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
8990-ZXLSU,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.05,651.5,0,0.7787275938770928,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
1335-NTIUC,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,190.25,0,0.7781893456428031,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
7924-GJZFI,Female,1,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,1813.1,0,0.7779421395174573,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
6260-ONULR,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.8,62.8,0,0.7777310522587086,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
5019-GQVCR,Male,1,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,3645.6,0,0.7773250180224465,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
5022-KVDQT,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.3,2272.8,0,0.7764142562994847,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
8160-HOWOX,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,0,0.7763337767444152,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
2761-XECQW,Male,1,Yes,No,8,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,43.35,371.4,0,0.7761416738998819,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
1580-BMCMR,Male,1,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.3,1637.3,0,0.7752561927581417,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
2920-RNCEZ,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,69.95,0,0.7751006687400139,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
3196-NVXLZ,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.6,2088.05,0,0.7748160078469329,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,2
3956-MGXOG,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.6,2244.95,0,0.7747016706193097,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
1769-GRUIK,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.1,1247.75,0,0.7746125976424569,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
4581-LNWUM,Female,0,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,0,0.7738254299916372,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
5605-IYGFG,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45,0,0.7737721028268278,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
1212-GLHMD,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.05,244.85,0,0.7736998799403009,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
3916-NRPAP,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.7,256.75,0,0.7735373062708187,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
4536-PLEQY,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8,0,0.772792907722459,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
9779-DPNEJ,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,0,0.7725210615886043,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
7855-DIWPO,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,0,0.7724587402532118,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
2739-CACDQ,Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,0,0.772044051277156,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,2
1391-UBDAR,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.9,818.45,0,0.7720121434975671,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
8981-FJGLA,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.0,851.8,0,0.7717646335977448,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
4195-NZGTA,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,0,0.7716692589281472,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
4367-NHWMM,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.9,24.9,0,0.7712854460429593,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
3955-JBZZM,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,1641.3,0,0.7702367641370601,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
8120-JDCAM,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.55,284.9,0,0.769974620333109,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
7537-RBWEA,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.15,25.15,0,0.7699210126044558,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
0988-JRWWP,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.2,140.4,0,0.7694399015551562,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
5233-AOZUF,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2149.05,0,0.7685788989642744,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
4236-UJPWO,Female,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.5,46.4,0,0.7682845351211117,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
7176-WIONM,Female,0,Yes,No,12,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.85,617.15,0,0.7680779428332354,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support,2
0581-MDMPW,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.95,2072.75,0,0.7680062140502785,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services,2
8645-KWHJO,Male,0,No,No,14,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,771.95,0,0.767623357242302,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Promote bundled online security services,2
6243-OZGFH,Female,0,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.95,996.85,0,0.7675113966025934,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
8695-ARGXZ,Male,1,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,2425.4,0,0.7671927393037563,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support,2
8687-BAFGU,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.0,74.0,0,0.7665623509021017,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement,2
